plot_name	row_number	col_number
SpringOatPeaIntercrop_2024_AL_199	9	10
SpringOatPeaIntercrop_2024_AL_103	8	1
SpringOatPeaIntercrop_2024_AL_118	8	2
SpringOatPeaIntercrop_2024_AL_123	8	3
SpringOatPeaIntercrop_2024_AL_138	8	4
SpringOatPeaIntercrop_2024_AL_143	8	5
SpringOatPeaIntercrop_2024_AL_158	8	6
SpringOatPeaIntercrop_2024_AL_163	8	7
SpringOatPeaIntercrop_2024_AL_178	8	8
SpringOatPeaIntercrop_2024_AL_183	8	9
SpringOatPeaIntercrop_2024_AL_198	8	10
SpringOatPeaIntercrop_2024_AL_104	7	1
SpringOatPeaIntercrop_2024_AL_117	7	2
SpringOatPeaIntercrop_2024_AL_124	7	3
SpringOatPeaIntercrop_2024_AL_137	7	4
SpringOatPeaIntercrop_2024_AL_144	7	5
SpringOatPeaIntercrop_2024_AL_157	7	6
SpringOatPeaIntercrop_2024_AL_164	7	7
SpringOatPeaIntercrop_2024_AL_177	7	8
SpringOatPeaIntercrop_2024_AL_184	7	9
SpringOatPeaIntercrop_2024_AL_197	7	10
SpringOatPeaIntercrop_2024_AL_105	6	1
SpringOatPeaIntercrop_2024_AL_116	6	2
SpringOatPeaIntercrop_2024_AL_125	6	3
SpringOatPeaIntercrop_2024_AL_136	6	4
SpringOatPeaIntercrop_2024_AL_145	6	5
SpringOatPeaIntercrop_2024_AL_156	6	6
SpringOatPeaIntercrop_2024_AL_165	6	7
SpringOatPeaIntercrop_2024_AL_176	6	8
SpringOatPeaIntercrop_2024_AL_185	6	9
SpringOatPeaIntercrop_2024_AL_196	6	10
SpringOatPeaIntercrop_2024_AL_106	5	1
SpringOatPeaIntercrop_2024_AL_115	5	2
SpringOatPeaIntercrop_2024_AL_126	5	3
SpringOatPeaIntercrop_2024_AL_135	5	4
SpringOatPeaIntercrop_2024_AL_146	5	5
SpringOatPeaIntercrop_2024_AL_155	5	6
SpringOatPeaIntercrop_2024_AL_166	5	7
SpringOatPeaIntercrop_2024_AL_175	5	8
SpringOatPeaIntercrop_2024_AL_186	5	9
SpringOatPeaIntercrop_2024_AL_195	5	10
SpringOatPeaIntercrop_2024_AL_107	4	1
SpringOatPeaIntercrop_2024_AL_114	4	2
SpringOatPeaIntercrop_2024_AL_127	4	3
SpringOatPeaIntercrop_2024_AL_134	4	4
SpringOatPeaIntercrop_2024_AL_147	4	5
SpringOatPeaIntercrop_2024_AL_154	4	6
SpringOatPeaIntercrop_2024_AL_167	4	7
SpringOatPeaIntercrop_2024_AL_174	4	8
SpringOatPeaIntercrop_2024_AL_187	4	9
SpringOatPeaIntercrop_2024_AL_194	4	10
SpringOatPeaIntercrop_2024_AL_108	3	1
SpringOatPeaIntercrop_2024_AL_113	3	2
SpringOatPeaIntercrop_2024_AL_128	3	3
SpringOatPeaIntercrop_2024_AL_133	3	4
SpringOatPeaIntercrop_2024_AL_148	3	5
SpringOatPeaIntercrop_2024_AL_153	3	6
SpringOatPeaIntercrop_2024_AL_168	3	7
SpringOatPeaIntercrop_2024_AL_173	3	8
SpringOatPeaIntercrop_2024_AL_188	3	9
SpringOatPeaIntercrop_2024_AL_193	3	10
SpringOatPeaIntercrop_2024_AL_109	2	1
SpringOatPeaIntercrop_2024_AL_112	2	2
SpringOatPeaIntercrop_2024_AL_129	2	3
SpringOatPeaIntercrop_2024_AL_132	2	4
SpringOatPeaIntercrop_2024_AL_149	2	5
SpringOatPeaIntercrop_2024_AL_152	2	6
SpringOatPeaIntercrop_2024_AL_169	2	7
SpringOatPeaIntercrop_2024_AL_172	2	8
SpringOatPeaIntercrop_2024_AL_189	2	9
SpringOatPeaIntercrop_2024_AL_192	2	10
SpringOatPeaIntercrop_2024_AL_110	1	1
SpringOatPeaIntercrop_2024_AL_111	1	2
SpringOatPeaIntercrop_2024_AL_130	1	3
SpringOatPeaIntercrop_2024_AL_131	1	4
SpringOatPeaIntercrop_2024_AL_150	1	5
SpringOatPeaIntercrop_2024_AL_151	1	6
SpringOatPeaIntercrop_2024_AL_170	1	7
SpringOatPeaIntercrop_2024_AL_171	1	8
SpringOatPeaIntercrop_2024_AL_190	1	9
SpringOatPeaIntercrop_2024_AL_191	1	10
