plot_name	row_number	col_number
SpringOatPeaIntercrop_2024_NY_159	6	12
SpringOatPeaIntercrop_2024_NY_158	6	13
SpringOatPeaIntercrop_2024_NY_157	6	14
SpringOatPeaIntercrop_2024_NY_156	6	15
SpringOatPeaIntercrop_2024_NY_155	6	16
SpringOatPeaIntercrop_2024_NY_154	6	17
SpringOatPeaIntercrop_2024_NY_153	6	18
SpringOatPeaIntercrop_2024_NY_152	6	19
SpringOatPeaIntercrop_2024_NY_151	6	20
SpringOatPeaIntercrop_2024_NY_41	5	1
SpringOatPeaIntercrop_2024_NY_42	5	2
SpringOatPeaIntercrop_2024_NY_43	5	3
SpringOatPeaIntercrop_2024_NY_44	5	4
SpringOatPeaIntercrop_2024_NY_45	5	5
SpringOatPeaIntercrop_2024_NY_46	5	6
SpringOatPeaIntercrop_2024_NY_47	5	7
SpringOatPeaIntercrop_2024_NY_48	5	8
SpringOatPeaIntercrop_2024_NY_49	5	9
SpringOatPeaIntercrop_2024_NY_50	5	10
SpringOatPeaIntercrop_2024_NY_141	5	11
SpringOatPeaIntercrop_2024_NY_142	5	12
SpringOatPeaIntercrop_2024_NY_143	5	13
SpringOatPeaIntercrop_2024_NY_144	5	14
SpringOatPeaIntercrop_2024_NY_145	5	15
SpringOatPeaIntercrop_2024_NY_146	5	16
SpringOatPeaIntercrop_2024_NY_147	5	17
SpringOatPeaIntercrop_2024_NY_148	5	18
SpringOatPeaIntercrop_2024_NY_149	5	19
SpringOatPeaIntercrop_2024_NY_150	5	20
SpringOatPeaIntercrop_2024_NY_40	4	1
SpringOatPeaIntercrop_2024_NY_39	4	2
SpringOatPeaIntercrop_2024_NY_38	4	3
SpringOatPeaIntercrop_2024_NY_37	4	4
SpringOatPeaIntercrop_2024_NY_36	4	5
SpringOatPeaIntercrop_2024_NY_35	4	6
SpringOatPeaIntercrop_2024_NY_34	4	7
SpringOatPeaIntercrop_2024_NY_33	4	8
SpringOatPeaIntercrop_2024_NY_32	4	9
SpringOatPeaIntercrop_2024_NY_31	4	10
SpringOatPeaIntercrop_2024_NY_140	4	11
SpringOatPeaIntercrop_2024_NY_139	4	12
SpringOatPeaIntercrop_2024_NY_138	4	13
SpringOatPeaIntercrop_2024_NY_137	4	14
SpringOatPeaIntercrop_2024_NY_136	4	15
SpringOatPeaIntercrop_2024_NY_135	4	16
SpringOatPeaIntercrop_2024_NY_134	4	17
SpringOatPeaIntercrop_2024_NY_133	4	18
SpringOatPeaIntercrop_2024_NY_132	4	19
SpringOatPeaIntercrop_2024_NY_131	4	20
SpringOatPeaIntercrop_2024_NY_21	3	1
SpringOatPeaIntercrop_2024_NY_22	3	2
SpringOatPeaIntercrop_2024_NY_23	3	3
SpringOatPeaIntercrop_2024_NY_24	3	4
SpringOatPeaIntercrop_2024_NY_25	3	5
SpringOatPeaIntercrop_2024_NY_26	3	6
SpringOatPeaIntercrop_2024_NY_27	3	7
SpringOatPeaIntercrop_2024_NY_28	3	8
SpringOatPeaIntercrop_2024_NY_29	3	9
SpringOatPeaIntercrop_2024_NY_30	3	10
SpringOatPeaIntercrop_2024_NY_121	3	11
SpringOatPeaIntercrop_2024_NY_122	3	12
SpringOatPeaIntercrop_2024_NY_123	3	13
SpringOatPeaIntercrop_2024_NY_124	3	14
SpringOatPeaIntercrop_2024_NY_125	3	15
SpringOatPeaIntercrop_2024_NY_126	3	16
SpringOatPeaIntercrop_2024_NY_127	3	17
SpringOatPeaIntercrop_2024_NY_128	3	18
SpringOatPeaIntercrop_2024_NY_129	3	19
SpringOatPeaIntercrop_2024_NY_130	3	20
SpringOatPeaIntercrop_2024_NY_20	2	1
SpringOatPeaIntercrop_2024_NY_19	2	2
SpringOatPeaIntercrop_2024_NY_18	2	3
SpringOatPeaIntercrop_2024_NY_17	2	4
SpringOatPeaIntercrop_2024_NY_16	2	5
SpringOatPeaIntercrop_2024_NY_15	2	6
SpringOatPeaIntercrop_2024_NY_14	2	7
SpringOatPeaIntercrop_2024_NY_13	2	8
SpringOatPeaIntercrop_2024_NY_12	2	9
SpringOatPeaIntercrop_2024_NY_11	2	10
SpringOatPeaIntercrop_2024_NY_120	2	11
SpringOatPeaIntercrop_2024_NY_119	2	12
SpringOatPeaIntercrop_2024_NY_118	2	13
SpringOatPeaIntercrop_2024_NY_117	2	14
SpringOatPeaIntercrop_2024_NY_116	2	15
SpringOatPeaIntercrop_2024_NY_115	2	16
SpringOatPeaIntercrop_2024_NY_114	2	17
SpringOatPeaIntercrop_2024_NY_113	2	18
SpringOatPeaIntercrop_2024_NY_112	2	19
SpringOatPeaIntercrop_2024_NY_111	2	20
SpringOatPeaIntercrop_2024_NY_1	1	1
SpringOatPeaIntercrop_2024_NY_2	1	2
SpringOatPeaIntercrop_2024_NY_3	1	3
SpringOatPeaIntercrop_2024_NY_4	1	4
SpringOatPeaIntercrop_2024_NY_5	1	5
SpringOatPeaIntercrop_2024_NY_6	1	6
SpringOatPeaIntercrop_2024_NY_7	1	7
SpringOatPeaIntercrop_2024_NY_8	1	8
SpringOatPeaIntercrop_2024_NY_9	1	9
SpringOatPeaIntercrop_2024_NY_10	1	10
SpringOatPeaIntercrop_2024_NY_101	1	11
SpringOatPeaIntercrop_2024_NY_102	1	12
SpringOatPeaIntercrop_2024_NY_103	1	13
SpringOatPeaIntercrop_2024_NY_104	1	14
SpringOatPeaIntercrop_2024_NY_105	1	15
SpringOatPeaIntercrop_2024_NY_106	1	16
SpringOatPeaIntercrop_2024_NY_107	1	17
SpringOatPeaIntercrop_2024_NY_108	1	18
SpringOatPeaIntercrop_2024_NY_109	1	19
SpringOatPeaIntercrop_2024_NY_110	1	20
