subplot_name,subplot_id,block_number,plot_number,subplot_number,biomass_1,biomass_2,biomass_3,biomass_4
Cornell_OatPeaDensity_2024_Ithaca_13_subplot_1,717456,1,13,1,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_13_subplot_2,717457,1,13,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_13_subplot_3,717458,1,13,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_14_subplot_1,717489,1,14,1,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_14_subplot_2,717490,1,14,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_14_subplot_3,717491,1,14,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_15_subplot_1,717417,1,15,1,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_15_subplot_2,717418,1,15,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_15_subplot_3,717419,1,15,3,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_16_subplot_1,717396,1,16,1,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_16_subplot_2,717397,1,16,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_16_subplot_3,717398,1,16,3,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_17_subplot_1,717429,1,17,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_17_subplot_2,717430,1,17,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_17_subplot_3,717431,1,17,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_18_subplot_1,717420,1,18,1,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_18_subplot_2,717421,1,18,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_18_subplot_3,717422,1,18,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_19_subplot_1,717408,1,19,1,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_19_subplot_2,717409,1,19,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_19_subplot_3,717410,1,19,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_20_subplot_1,717351,1,20,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_20_subplot_2,717352,1,20,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_20_subplot_3,717353,1,20,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_21_subplot_1,717459,1,21,1,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_21_subplot_2,717460,1,21,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_21_subplot_3,717461,1,21,3,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_22_subplot_1,717501,1,22,1,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_22_subplot_2,717502,1,22,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_22_subplot_3,717503,1,22,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_23_subplot_1,717471,1,23,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_23_subplot_2,717472,1,23,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_23_subplot_3,717473,1,23,3,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_24_subplot_1,717474,1,24,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_24_subplot_2,717475,1,24,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_24_subplot_3,717476,1,24,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_25_subplot_1,717399,1,25,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_25_subplot_2,717400,1,25,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_25_subplot_3,717401,1,25,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_26_subplot_1,717369,1,26,1,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_26_subplot_2,717370,1,26,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_26_subplot_3,717371,1,26,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_27_subplot_1,717441,1,27,1,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_27_subplot_2,717442,1,27,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_27_subplot_3,717443,1,27,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_28_subplot_1,717405,1,28,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_28_subplot_2,717406,1,28,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_28_subplot_3,717407,1,28,3,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_29_subplot_1,717423,1,29,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_29_subplot_2,717424,1,29,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_29_subplot_3,717425,1,29,3,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_30_subplot_1,717387,1,30,1,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_30_subplot_2,717388,1,30,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_30_subplot_3,717389,1,30,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_31_subplot_1,717450,1,31,1,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_31_subplot_2,717451,1,31,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_31_subplot_3,717452,1,31,3,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_32_subplot_1,717477,1,32,1,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_32_subplot_2,717478,1,32,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_32_subplot_3,717479,1,32,3,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_33_subplot_1,717444,1,33,1,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_33_subplot_2,717445,1,33,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_33_subplot_3,717446,1,33,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_34_subplot_1,717504,1,34,1,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_34_subplot_2,717505,1,34,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_34_subplot_3,717506,1,34,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_35_subplot_1,717438,1,35,1,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_35_subplot_2,717439,1,35,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_35_subplot_3,717440,1,35,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_36_subplot_1,717366,1,36,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_36_subplot_2,717367,1,36,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_36_subplot_3,717368,1,36,3,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_37_subplot_1,717402,1,37,1,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_37_subplot_2,717403,1,37,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_37_subplot_3,717404,1,37,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_38_subplot_1,717435,1,38,1,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_38_subplot_2,717436,1,38,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_38_subplot_3,717437,1,38,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_39_subplot_1,717426,1,39,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_39_subplot_2,717427,1,39,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_39_subplot_3,717428,1,39,3,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_40_subplot_1,717432,1,40,1,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_40_subplot_2,717433,1,40,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_40_subplot_3,717434,1,40,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_41_subplot_1,717483,1,41,1,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_41_subplot_2,717484,1,41,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_41_subplot_3,717485,1,41,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_42_subplot_1,717447,1,42,1,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_42_subplot_2,717448,1,42,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_42_subplot_3,717449,1,42,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_43_subplot_1,717492,1,43,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_43_subplot_2,717493,1,43,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_43_subplot_3,717494,1,43,3,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_44_subplot_1,717462,1,44,1,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_44_subplot_2,717463,1,44,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_44_subplot_3,717464,1,44,3,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_45_subplot_1,717372,1,45,1,,1,,1
Cornell_OatPeaDensity_2024_Ithaca_45_subplot_2,717373,1,45,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_45_subplot_3,717374,1,45,3,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_46_subplot_1,717411,1,46,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_46_subplot_2,717412,1,46,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_46_subplot_3,717413,1,46,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_47_subplot_1,717363,1,47,1,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_47_subplot_2,717364,1,47,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_47_subplot_3,717365,1,47,3,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_48_subplot_1,717375,1,48,1,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_48_subplot_2,717376,1,48,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_48_subplot_3,717377,1,48,3,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_49_subplot_1,717393,1,49,1,,1,1,
Cornell_OatPeaDensity_2024_Ithaca_49_subplot_2,717394,1,49,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_49_subplot_3,717395,1,49,3,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_50_subplot_1,717390,1,50,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_50_subplot_2,717391,1,50,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_50_subplot_3,717392,1,50,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_51_subplot_1,717453,1,51,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_51_subplot_2,717454,1,51,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_51_subplot_3,717455,1,51,3,1,,,1
Cornell_OatPeaDensity_2024_Ithaca_52_subplot_1,717480,1,52,1,1,,1,
Cornell_OatPeaDensity_2024_Ithaca_52_subplot_2,717481,1,52,2,,,,
Cornell_OatPeaDensity_2024_Ithaca_52_subplot_3,717482,1,52,3,1,,1,
